,,,,,,,,,,,,
,,,,,,,,,,,,
Rv tag,Mb tag,Gene,Mb length,Rv length,Rv-2 tag,Rv-2 length,% ID,AA overlap,% ID-2,AA overlap-2,Annotation,Fxnal cat
Rv3577,Mb3608,, 288 aa, 288 aa ,,,100%,288 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3580c,Mb3611c,cysS1, 469 aa, 469 aa ,,,100.00%,469 aa overlap,,,cysteinyl-trna synthetase 1 cyss1 cysteine--trna ligase 1 cysrs 1 cysteine translase,information pathways
Rv3581c,Mb3612c,ispF, 159 aa, 159 aa ,,,100.00%,159 aa overlap,,,probable 2c-methyl-d-erythritol 2c4-cyclodiphosphate synthase ispf mecps,intermediate metabolism and respiration
Rv3583c,Mb3614c,, 162 aa, 162 aa ,,,100.00%,162 aa overlap,,,possible transcription factor,regulatory proteins
Rv3584,Mb3615,lpqE, 182 aa, 182 aa ,,,100.00%,182 aa overlap,,,possible conserved lipoprotein lpqe,cell wall and cell processes
Rv3585,Mb3616,radA, 480 aa, 480 aa ,,,100.00%,480 aa overlap,,,dna repair protein rada dna repair protein sms,information pathways
Rv3587c,Mb3618c,, 264 aa, 264 aa ,,,100.00%,264 aa overlap,,,probable conserved membrane protein,cell wall and cell processes
Rv3589,Mb3620,mutY, 304 aa, 304 aa ,,,100.00%,304 aa overlap,,,probable adenine glycosylase muty,information pathways
Rv3590c,Mb3621c,PE_PGRS58, 584 aa, 584 aa ,,,100.00%,584 aa overlap,,,pe-pgrs family protein pe_pgrs58,PE/PPE
Rv3591c,Mb3622c,, 257 aa, 257 aa ,,,100.00%,257 aa overlap,,,possible hydrolase,intermediate metabolism and respiration
Rv3592,Mb3623,mhud, 105 aa, 105 aa ,,,100.00%,105 aa overlap,,,possible heme degrading protein mhud,intermediate metabolism and respiration
Rv3594,Mb3625,, 275 aa, 275 aa ,,,100.00%,275 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3596c,Mb3627c,clpC, 848 aa, 848 aa ,,,100.00%,848 aa overlap,,,probable atp-dependent protease atp-binding subunit clpc1,intermediate metabolism and respiration
Rv3597c,Mb3628c,lsr2, 112 aa, 112 aa ,,,100.00%,112 aa overlap,,,iron-regulated h-ns-like protein lsr2,information pathways
Rv3599c,Mb3629A,, 27 aa, 27 aa ,,,100.00%,27 aa overlap,,,hypothetical short protein,Conserved hypothetical protein
Rv3598c,Mb3629c,lysS, 505 aa, 505 aa ,,,100.00%,505 aa overlap,,,lysyl-trna synthetase 1 lyss lysine--trna ligase 1 lysrs 1 lysine translase,information pathways
Rv3600c,Mb3630c,, 272 aa, 272 aa ,,,100.00%,272 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3601c,Mb3631c,panD, 139 aa, 139 aa ,,,100.00%,139 aa overlap,,,probable aspartate 1-decarboxylase precursor pand aspartate alpha-decarboxylase,intermediate metabolism and respiration
Rv3602c,Mb3632c,panC, 309 aa, 309 aa ,,,100.00%,309 aa overlap,,,pantoate--beta-alanine ligase panc pantothenate synthetase pantoate activating enzyme,intermediate metabolism and respiration
Rv3603c,Mb3633c,, 303 aa, 303 aa ,,,100.00%,303 aa overlap,,,conserved hypothetical alanine and leucine rich protein,Conserved hypothetical protein
Rv3605c,Mb3635c,, 158 aa, 158 aa ,,,100.00%,158 aa overlap,,,probable conserved secreted protein,cell wall and cell processes
Rv3606c,Mb3636c,folK, 188 aa, 188 aa ,,,100.00%,188 aa overlap,,,2-amino-4-hydroxy-6- hydroxymethyldihydropteridinepyrophosphokinase folk 7c8-dihydro-6-hydroxymethylpterin-pyrophosphokinase hppk 6-hydroxymethyl-7c8-dihydropterin pyrophosphokinase pppk 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase 7c8-dihydro-6-hydroxymethylpterin-diphosphokinase 6-hydroxymethyl-7c8-dihydropterin diphosphokinase,intermediate metabolism and respiration
Rv3607c,Mb3637c,folB, 133 aa, 133 aa ,,,100.00%,133 aa overlap,,,probable dihydroneopterin aldolase folb dhna,intermediate metabolism and respiration
Rv3608c,Mb3638c,folP1, 280 aa, 280 aa ,,,100.00%,280 aa overlap,,,dihydropteroate synthase 1 folp dhps 1 dihydropteroate pyrophosphorylase 1 dihydropteroate diphosphorylase 1,intermediate metabolism and respiration
Rv3609c,Mb3639c,folE, 202 aa, 202 aa ,,,100.00%,202 aa overlap,,,gtp cyclohydrolase i fole gtp-ch-i,intermediate metabolism and respiration
Rv3610c,Mb3640c,ftsH, 760 aa, 760 aa ,,,100.00%,760 aa overlap,,,membrane-bound protease ftsh cell division protein,cell wall and cell processes
Rv3612c,Mb3642c,, 109 aa, 109 aa ,,,100.00%,109 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3613c,Mb3643c,, 53 aa, 53 aa ,,,100.00%,53 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv3614c,Mb3644c,espd, 184 aa, 184 aa ,,,100.00%,184 aa overlap,,,esx-1 secretion-associated protein espd,cell wall and cell processes
Rv3615c,Mb3645c,espc, 103 aa, 103 aa ,,,100.00%,103 aa overlap,,,esx-1 secretion-associated protein espc,cell wall and cell processes
Rv3624c,Mb3648c,hpt, 216 aa, 216 aa ,,,100.00%,216 aa overlap,,,hypoxanthine-guanine phosphoribosyltransferase hpt hgprt hgprtase hypoxanthine phosphoribosyltransferase imp pyrophosphorylase imp diphosphorylase transphosphoribosyltransferase guanine phosphoribosyltransferase,intermediate metabolism and respiration
Rv3625c,Mb3649c,mesJ, 323 aa, 323 aa ,,,100.00%,323 aa overlap,,,possible cell cycle protein mesj,cell wall and cell processes
Rv3626c,Mb3650c,, 350 aa, 350 aa ,,,100.00%,350 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3628,Mb3652,ppa, 162 aa, 162 aa ,,,100.00%,162 aa overlap,,,inorganic pyrophosphatase ppa pyrophosphate phospho-hydrolase ppase inorganic diphosphatase diphosphate phospho-hydrolase,intermediate metabolism and respiration
Rv3629c,Mb3653c,, 365 aa, 365 aa ,,,100.00%,365 aa overlap,,,probable conserved integral membrane protein,cell wall and cell processes
Rv3631,Mb3655,, 241 aa, 241 aa ,,,100.00%,241 aa overlap,,,possible transferase possibly glycosyltransferase,intermediate metabolism and respiration
Rv3632,Mb3656,, 114 aa, 114 aa ,,,100.00%,114 aa overlap,,,possible conserved membrane protein,cell wall and cell processes
Rv3633,Mb3657,, 291 aa, 291 aa ,,,100.00%,291 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3634c,Mb3658c,galE1, 314 aa, 314 aa ,,,100.00%,314 aa overlap,,,udp-glucose 4-epimerase gale1 galactowaldenase udp-galactose 4-epimerase uridine diphosphate galactose 4-epimerase uridine diphospho-galactose 4-epimerase,intermediate metabolism and respiration
Rv3635,Mb3659,, 591 aa, 591 aa ,,,100.00%,591 aa overlap,,,probable conserved transmembrane protein,cell wall and cell processes
Rv3636,Mb3660,, 115 aa, 115 aa ,,,100.00%,115 aa overlap,,,possible transposase,insertion seqs and phages
Rv3637,Mb3661,, 166 aa, 166 aa ,,,100.00%,166 aa overlap,,,possible transposase,insertion seqs and phages
Rv3638,Mb3662,, 248 aa, 248 aa ,,,100.00%,248 aa overlap,,,possible transposase,insertion seqs and phages
Rv3641c,Mb3665c,fic, 211 aa, 211 aa ,,,100.00%,211 aa overlap,,,possible cell filamentation protein fic,cell wall and cell processes
Rv3642c,Mb3666c,, 64 aa, 64 aa ,,,100.00%,64 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv3643,Mb3667,, 63 aa, 63 aa ,,,100.00%,63 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv3644c,Mb3668c,, 401 aa, 401 aa ,,,100.00%,401 aa overlap,,,possible dna polymerase,information pathways
Rv3645,Mb3669,, 549 aa, 549 aa ,,,100.00%,549 aa overlap,,,probable conserved transmembrane protein,cell wall and cell processes
Rv3646c,Mb3670c,topA, 934 aa, 934 aa ,,,100.00%,934 aa overlap,,,dna topoisomerase i topa omega-protein relaxing enzyme untwisting enzyme swivelase type i dna topoisomerase nicking-closing enzyme topo i,information pathways
Rv3647c,Mb3671c,, 192 aa, 192 aa ,,,100.00%,192 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3648c,Mb3672c,cspA, 67 aa, 67 aa ,,,100.00%,67 aa overlap,,,probable cold shock protein a cspa,"virulence, detoxification,adaptation"
Rv3650,Mb3674,PE33, 94 aa, 94 aa ,,,100.00%,94 aa overlap,,,pe family protein pe33,PE/PPE
Rv3651,Mb3675,, 345 aa, 345 aa ,,,100.00%,345 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3652,Mb3676,PE_PGRS60, 104 aa, 104 aa ,,,100.00%,104 aa overlap,,,pe-pgrs family-related protein pe_pgrs60,PE/PPE
Rv3654c,Mb3678c,, 84 aa, 84 aa ,,,100.00%,84 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3656c,Mb3680c,, 68 aa, 68 aa ,,,100.00%,68 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3657c,Mb3681c,, 191 aa, 191 aa ,,,100.00%,191 aa overlap,,,possible conserved alanine rich membrane protein,cell wall and cell processes
Rv3658c,Mb3682c,, 266 aa, 266 aa ,,,100.00%,266 aa overlap,,,probable conserved transmembrane protein,cell wall and cell processes
Rv3659c,Mb3683c,, 352 aa, 352 aa ,,,100.00%,352 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3663c,Mb3687c,dppD, 548 aa, 548 aa ,,,100.00%,548 aa overlap,,,probable dipeptide-transport atp-binding protein abc transporter dppd,cell wall and cell processes
Rv3664c,Mb3688c,dppC, 266 aa, 266 aa ,,,100.00%,266 aa overlap,,,probable dipeptide-transport integral membrane protein abc transporter dppc,cell wall and cell processes
Rv3665c,Mb3689c,dppB, 308 aa, 308 aa ,,,100.00%,308 aa overlap,,,probable dipeptide-transport integral membrane protein abc transporter dppb,cell wall and cell processes
Rv3668c,Mb3692c,, 232 aa, 232 aa ,,,100.00%,232 aa overlap,,,possible protease,intermediate metabolism and respiration
Rv3669,Mb3693,, 172 aa, 172 aa ,,,100.00%,172 aa overlap,,,probable conserved transmembrane protein,cell wall and cell processes
Rv3670,Mb3694,ephE, 327 aa, 327 aa ,,,100.00%,327 aa overlap,,,possible epoxide hydrolase ephe epoxide hydratase arene-oxide hydratase,"virulence, detoxification,adaptation"
Rv3672c,Mb3696c,, 273 aa, 273 aa ,,,100.00%,273 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3673c,Mb3697c,, 227 aa, 227 aa ,,,100.00%,227 aa overlap,,,possible membrane-anchored thioredoxin-like protein thiol-disulfide interchange related protein,intermediate metabolism and respiration
Rv3674c,Mb3698c,nth, 245 aa, 245 aa ,,,100.00%,245 aa overlap,,,probable endonuclease iii nth dna-apurinic or apyrimidinic sitelyase ap lyase ap endonuclease class i endodeoxyribonuclease apurinic or apyrimidinic deoxyribonuclease apurinic or apyrimidinic,information pathways
Rv3675,Mb3699,, 125 aa, 125 aa ,,,100.00%,125 aa overlap,,,possible membrane protein,cell wall and cell processes
Rv3676,Mb3700,crp, 224 aa, 224 aa ,,,100.00%,224 aa overlap,,,transcriptional regulatory protein crp crp/fnr-family,regulatory proteins
Rv3677c,Mb3701c,, 264 aa, 264 aa ,,,100.00%,264 aa overlap,,,possible hydrolase,intermediate metabolism and respiration
Rv3678c,Mb3702c,, 151 aa, 151 aa ,,,100.00%,151 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3678A,Mb3703c,, 53 aa, 53 aa ,,,100.00%,53 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3679,Mb3704,, 340 aa, 340 aa ,,,100.00%,340 aa overlap,,,probable anion transporter atpase,cell wall and cell processes
Rv3680,Mb3705,, 386 aa, 386 aa ,,,100.00%,386 aa overlap,,,probable anion transporter atpase,cell wall and cell processes
Rv3681c,Mb3706c,whiB4, 118 aa, 118 aa ,,,100.00%,118 aa overlap,,,probable transcriptional regulatory protein whib-like whib4,regulatory proteins
Rv3682,Mb3707,ponA2, 810 aa, 810 aa ,,,100.00%,810 aa overlap,,,probable bifunctional membrane-associated penicillin-binding protein 1a/1b pona2 murein polymerase [includes: penicillin-insensitive transglycosylase peptidoglycan tgase b penicillin-sensitive transpeptidase dd-transpeptidase],cell wall and cell processes
Rv3683,Mb3708,, 319 aa, 319 aa ,,,100.00%,319 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3684,Mb3709,, 346 aa, 346 aa ,,,100.00%,346 aa overlap,,,probable lyase,intermediate metabolism and respiration
Rv3686c,Mb3711c,, 110 aa, 110 aa ,,,100.00%,110 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3688c,Mb3713c,, 154 aa, 154 aa ,,,100.00%,154 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3690,Mb3715,, 217 aa, 217 aa ,,,100.00%,217 aa overlap,,,probable conserved membrane protein,cell wall and cell processes
Rv3691,Mb3716,, 333 aa, 333 aa ,,,100.00%,333 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3692,Mb3717,moxR2, 358 aa, 358 aa ,,,100.00%,358 aa overlap,,,probable methanol dehydrogenase transcriptional regulatory protein moxr2,regulatory proteins
Rv3693,Mb3718,, 440 aa, 440 aa ,,,100.00%,440 aa overlap,,,possible conserved membrane protein,cell wall and cell processes
Rv3694c,Mb3719c,, 330 aa, 330 aa ,,,100.00%,330 aa overlap,,,possible conserved transmembrane protein,cell wall and cell processes
Rv3695,Mb3720,, 310 aa, 310 aa ,,,100.00%,310 aa overlap,,,possible conserved membrane protein,cell wall and cell processes
Rv3697A,Mb3723A,vapB48, 74 aa, 74 aa ,,,100.00%,74 aa overlap,,,possible antitoxin vapb48,"virulence, detoxification,adaptation"
Rv3699,Mb3725,, 233 aa, 233 aa ,,,100.00%,233 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3700c,Mb3726c,, 390 aa, 390 aa ,,,100.00%,390 aa overlap,,,conserved hypothetical protein,intermediate metabolism and respiration
Rv3701c,Mb3727c,, 321 aa, 321 aa ,,,100.00%,321 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3702c,Mb3728c,, 233 aa, 233 aa ,,,100.00%,233 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3703c,Mb3729c,, 425 aa, 425 aa ,,,100.00%,425 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3704c,Mb3730c,gshA, 432 aa, 432 aa ,,,100.00%,432 aa overlap,,,glutamate--cysteine ligase gsha gamma-glutamylcysteine synthetase gamma-ecs gcs gamma-glutamyl-l-cysteine synthetase,intermediate metabolism and respiration
Rv3705c,Mb3731c,, 214 aa, 214 aa ,,,100.00%,214 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3705A,Mb3732c,, 129 aa, 129 aa ,,,100.00%,129 aa overlap,,,conserved hypothetical proline rich protein,Conserved hypothetical protein
Rv3706c,Mb3733c,, 106 aa, 106 aa ,,,100.00%,106 aa overlap,,,conserved hypothetical proline rich protein,Conserved hypothetical protein
Rv3707c,Mb3734c,, 336 aa, 336 aa ,,,100.00%,336 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3708c,Mb3735c,asd, 345 aa, 345 aa ,,,100.00%,345 aa overlap,,,aspartate-semialdehyde dehydrogenase asd asa dehydrogenase asadh aspartic semialdehyde dehydrogenase l-aspartate-beta-semialdehyde dehydrogenase,intermediate metabolism and respiration
Rv3709c,Mb3736c,ask, 421 aa, 421 aa ,,,100.00%,421 aa overlap,,,aspartokinase ask aspartate kinase [contains: aspartokinase alpha subunit ask-alphab and aspartokinase beta subunit ask-beta],intermediate metabolism and respiration
Rv3713,Mb3740,cobQ2, 231 aa, 231 aa ,,,100.00%,231 aa overlap,,,possible cobyric acid synthase cobq2,intermediate metabolism and respiration
Rv3714c,Mb3741c,, 296 aa, 296 aa ,,,100.00%,296 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3715c,Mb3742c,recR, 203 aa, 203 aa ,,,100.00%,203 aa overlap,,,probable recombination protein recr,information pathways
Rv3716c,Mb3743c,, 133 aa, 133 aa ,,,100.00%,133 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3717,Mb3744,, 241 aa, 241 aa ,,,100.00%,241 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3718c,Mb3745c,, 147 aa, 147 aa ,,,100.00%,147 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3720,Mb3747,, 420 aa, 420 aa ,,,100.00%,420 aa overlap,,,possible fatty acid synthase,lipid metabolism
Rv3721c,Mb3748c,dnaZX, 578 aa, 578 aa ,,,100.00%,578 aa overlap,,,dna polymerase iii subunit gamma/tau dnaz/x,information pathways
Rv3722c,Mb3749c,, 435 aa, 435 aa ,,,100.00%,435 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3723,Mb3750,, 254 aa, 254 aa ,,,100.00%,254 aa overlap,,,probable conserved transmembrane protein,cell wall and cell processes
Rv3730c,Mb3757c,, 346 aa, 346 aa ,,,100.00%,346 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3732,Mb3759,, 352 aa, 352 aa ,,,100.00%,352 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3733c,Mb3760c,, 166 aa, 166 aa ,,,100.00%,166 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3734c,Mb3761c,tgs2, 454 aa, 454 aa ,,,100.00%,454 aa overlap,,,putative triacylglycerol synthase diacylglycerol acyltransferase tgs2,lipid metabolism
Rv3735,Mb3762,, 162 aa, 162 aa ,,,100.00%,162 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3736,Mb3763,, 353 aa, 353 aa ,,,100.00%,353 aa overlap,,,transcriptional regulatory protein probably arac/xyls-family,regulatory proteins
Rv3741c,Mb3767c,, 224 aa, 224 aa ,,,100.00%,224 aa overlap,,,possible oxidoreductase,intermediate metabolism and respiration
Rv3742c,Mb3768c,, 131 aa, 131 aa ,,,100.00%,131 aa overlap,,,possible oxidoreductase,intermediate metabolism and respiration
Rv3743c,Mb3769c,ctpJ, 660 aa, 660 aa ,,,100.00%,660 aa overlap,,,probable cation transporter p-type atpase ctpj,cell wall and cell processes
Rv3744,Mb3770,nmtr, 120 aa, 120 aa ,,,100.00%,120 aa overlap,,,metal sensor transcriptional regulator arsr-smtb family,regulatory proteins
Rv3745c,Mb3771c,, 70 aa, 70 aa ,,,100.00%,70 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3746c,Mb3772c,PE34, 111 aa, 111 aa ,,,100.00%,111 aa overlap,,,probable pe family protein pe34 pe family-related protein,PE/PPE
Rv3747,Mb3773,, 127 aa, 127 aa ,,,100.00%,127 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3749c,Mb3775c,, 169 aa, 169 aa ,,,100.00%,169 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3750c,Mb3776c,, 130 aa, 130 aa ,,,100.00%,130 aa overlap,,,possible excisionase,insertion seqs and phages
Rv3751,Mb3777,, 71 aa, 71 aa ,,,100.00%,71 aa overlap,,,probable integrase fragment,insertion seqs and phages
Rv3752c,Mb3778c,, 152 aa, 152 aa ,,,100.00%,152 aa overlap,,,possible cytidine/deoxycytidylate deaminase,intermediate metabolism and respiration
Rv3754,Mb3780,tyrA, 301 aa, 301 aa ,,,100.00%,301 aa overlap,,,prephenate dehydrogenase tyra pdh hydroxyphenylpyruvate synthase,intermediate metabolism and respiration
Rv3755c,Mb3781c,, 199 aa, 199 aa ,,,100.00%,199 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3756c,Mb3782c,proZ, 239 aa, 239 aa ,,,100.00%,239 aa overlap,,,possible osmoprotectant glycine betaine/carnitine/choline/l-proline transport integral membrane protein abc transporter proz,cell wall and cell processes
Rv3757c,Mb3783c,proW, 229 aa, 229 aa ,,,100.00%,229 aa overlap,,,possible osmoprotectant glycine betaine/carnitine/choline/l-proline transport integral membrane protein abc transporter prow,cell wall and cell processes
Rv3758c,Mb3784c,proV, 376 aa, 376 aa ,,,100.00%,376 aa overlap,,,possible osmoprotectant glycine betaine/carnitine/choline/l-proline transport atp-binding protein abc transporter prov,cell wall and cell processes
Rv3760,Mb3786,, 100 aa, 100 aa ,,,100.00%,100 aa overlap,,,possible conserved membrane protein,cell wall and cell processes
Rv3761c,Mb3787c,fadE36, 351 aa, 351 aa ,,,100.00%,351 aa overlap,,,possible acyl-coa dehydrogenase fade36,lipid metabolism
Rv3763,Mb3789,lpqH, 159 aa, 159 aa ,,,100.00%,159 aa overlap,,,19 kda lipoprotein antigen precursor lpqh,cell wall and cell processes
Rv3765c,Mb3791c,tcrx, 234 aa, 234 aa ,,,100.00%,234 aa overlap,,,probable two component transcriptional regulatory protein tcrx,regulatory proteins
Rv3766,Mb3792,, 229 aa, 229 aa ,,,100.00%,229 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv3767c,Mb3793c,, 314 aa, 314 aa ,,,100.00%,314 aa overlap,,,possible s-adenosylmethionine-dependent methyltransferase,lipid metabolism
Rv3768,Mb3794,, 119 aa, 119 aa ,,,100.00%,119 aa overlap,,,unknown protein,Conserved hypothetical protein
