Mbovis	Mtb	gene	func_cat	i/v	alteration	ess_bovis	ess_mtb
Mb3476c	Rv3446c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3477c	Rv3447c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3478	Rv3448	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3479	Rv3449	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3480c	Rv3450c	-	cell wall and cell processes	Identical		NE	NE
Mb3481	Rv3451	cut3	cell wall and cell processes	Identical		NE	NE
Mb3482	Rv3452	cut4	cell wall and cell processes	Identical		NE	NE
Mb3483	Rv3453	-	cell wall and cell processes	Variable	Base deletion(s) leading to gene fusion event in M. bovis AF2122/97	GD	0
Mb3484c	Rv3455c	truA	information pathways	Identical		GD	GD
Mb3485c	Rv3456c	rplQ	information pathways	Identical		GD	GD
Mb3486c	Rv3457c	rpoA	information pathways	Identical		ES	GD
Mb3487c	Rv3458c	rpsD	information pathways	Identical		ES	ES
Mb3488c	Rv3459c	rpsK	information pathways	Variable	Non-syn SNP(s)	ES	ES
Mb3489c	Rv3460c	rpsM	information pathways	Identical		NE	ES
Mb3490c	Rv3461c	rpmJ	information pathways	Identical		NE	NE
Mb3491c	Rv3462c	infA	information pathways	Identical		NE	NE
Mb3492	Rv3463	-	Conserved hypothetical protein	Identical		ES	NE
Mb3493	Rv3464	rmlB1	intermediate metabolism and respiration	Identical		ES	ES
Mb3494	Rv3465	rmlC	intermediate metabolism and respiration	Identical		NE	ES
Mb3495	Rv3466	-	insertion seqs and phages	Variable	Non-syn SNP(s)	NE	NE
Mb3496	Rv3467	-	insertion seqs and phages	Variable	Non-syn SNP(s)	NE	NE
Mb3497c	Rv3468c	rmlB2	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3498c	Rv3469c	mhpE	intermediate metabolism and respiration	Identical		NE	NE
Mb3499c	Rv3470c	ilvB2	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3500c	Rv3471c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3501	Rv3472	-	Conserved hypothetical protein	Identical		NE	NE
Mb3502c	Rv3473c	bpoA	virulence, detoxification,adaptation	Identical		NE	NE
Mb3503c	Rv3476c	kgtP	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	0
Mb3504	Rv3477	PE31	PE/PPE	Variable	Non-syn SNP(s)	NE	NE
Mb3505	Rv3478	PPE60	PE/PPE	Identical		NE	NE
Mb3507	Rv3479	-	conserved hypotheticals 	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb3508	Rv3479	-	cell wall and cell processes	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb3509c	Rv3480c	-	conserved hypotheticals	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb3510c	Rv3480c	-	conserved hypotheticals	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb3511c	Rv3481c	-	cell wall and cell processes	Identical		NE	NE
Mb3512c	Rv3482c	-	cell wall and cell processes	Identical		NE	NE
Mb3513c	Rv3483c	-	cell wall and cell processes	Identical		GA	NE
Mb3514	Rv3484	cpsA	virulence, detoxification,adaptation	Identical		GA	GA
Mb3515c	Rv3485c	-	intermediate metabolism and respiration	Identical		GA	GA
Mb3516	Rv3486	-	Conserved hypothetical protein	Identical		GA	GA
Mb3517c	Rv3487c	lipF	intermediate metabolism and respiration	Identical		GA	GA
Mb3518	Rv3488	-	conserved hypotheticals	Variable	Non-syn SNP(s)	GA	NE
Mb3519	Rv3489	-	Conserved hypothetical protein	Identical		ES	NE
Mb3520	Rv3490	otsA	virulence, detoxification, adaptation	Variable	Non-syn SNP(s)	NE	GD
Mb3521	Rv3491	-	Conserved hypothetical protein	Identical		NE	NE
Mb3522c	Rv3492c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3523c	Rv3493c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3524c	Rv3494c	mce4F	virulence, detoxification, adaptation	Variable	Non-syn SNP(s)	NE	NE
Mb3525c	Rv3495c	lprN	cell wall and cell processes	Identical		NE	NE
Mb3526c	Rv3496c	mce4D	0	Identical		NE	NE
Mb3527c	Rv3497c	mce4C	0	Identical		NE	NE
Mb3528c	Rv3498c	mce4B	0	Identical		NE	NE
Mb3529c	Rv3499c	mce4A	0	Identical		NE	NE
Mb3530c	Rv3500c	yrbE4B	0	Identical		NE	GA
Mb3531c	Rv3501c	yrbE4A	0	Identical		NE	NE
Mb3532c	Rv3502c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3533c	Rv3503c	fdxD	intermediate metabolism and respiration	Identical		NE	NE
Mb3534	Rv3504	fadE26	lipid metabolism	Identical		NE	NE
Mb3535	Rv3505	fadE27	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb3536	Rv3506	fadD17	lipid metabolism	Identical		NE	NE
Mb3537	Rv3507	PE_PGRS53	PE/PPE	Variable	Truncated protein in M. bovis	GD	NE
Mb3538	Rv3508	PE_PGRS54	PE/PPE	Variable	Truncated protein in M. bovis	NE	NE
Mb3539c	Rv3509c	ilvX	intermediate metabolism and respiration	Identical		NE	NE
Mb3540c	Rv3510c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3541	Rv3511	PE_PGRS55	PE/PPE	Variable	Base insertion(s) leading to gene fusion event in M. bovis	NE	NE
Mb3542c	Rv3513c	fadD18	lipid metabolism	Identical		NE	NE
Mb3543	Rv3514	PE_PGRS57	PE/PPE	Variable	Truncated protein in M. bovis	NE	NE
Mb3544c	Rv3515c	fadD19	lipid metabolism	Identical		NE	NE
Mb3545	Rv3516	echA19	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb3546	Rv3517	-	Conserved hypothetical protein	Identical		NE	NE
Mb3547c	Rv3518c	cyp142b	intermediary metabolism and respiration	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb3548c	Rv3518c	cyp142a	intermediary metabolism and respiration	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb3549	Rv3519	-	Conserved hypothetical protein	Identical		NE	NE
Mb3550c	Rv3520c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3551	Rv3521	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3552	Rv3522	-	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb3553	Rv3523	-	lipid metabolism	Identical		NE	NE
Mb3554	Rv3524	-	cell wall and cell processes	Identical		NE	NE
Mb3555c	Rv3525c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3556	Rv3526	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3557	Rv3527	-	Conserved hypothetical protein	Identical		NE	NE
Mb3558c	Rv3528c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3559c	Rv3529c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3560c	Rv3530c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3561c	Rv3531c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3562	Rv3532	PPE61	PE/PPE	Identical		NE	NE
Mb3563c	Rv3533c	PPE62	PE/PPE	Identical		NE	NE
Mb3564c	Rv3534c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3565c	Rv3535c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3566c	Rv3536c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3567	Rv3537	-	intermediate metabolism and respiration	Identical		ES	NE
Mb3568	Rv3538	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3569	Rv3539	PPE63	PE/PPE	Identical		NE	NE
Mb3570c	Rv3540c	ltp2	lipid metabolism	Identical		NE	NE
Mb3571c	Rv3541c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3572c	Rv3542c	-	Conserved hypothetical protein	Identical		GD	NE
Mb3573c	Rv3543c	fadE29	lipid metabolism	Identical		GD	NE
Mb3574c	Rv3544c	fadE28	lipid metabolism	Identical		NE	NE
Mb3575c	Rv3545c	cyp125	intermediate metabolism and respiration	Identical		NE	NE
Mb3576	Rv3546	fadA5	lipid metabolism	Identical		NE	NE
Mb3577	Rv3547	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3578c	Rv3548c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3579c	Rv3549c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3580	Rv3550	echA20	lipid metabolism	Identical		ES	NE
Mb3581	Rv3551	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3582	Rv3552	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3583	Rv3553	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3584	Rv3554	fdxB	intermediate metabolism and respiration	Identical		NE	NE
Mb3585c	Rv3555c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3586c	Rv3556c	fadA6	lipid metabolism	Identical		NE	NE
Mb3587c	Rv3557c	-	regulatory proteins	Identical		NE	NE
Mb3588	Rv3558	PPE64	PE/PPE	Identical		NE	NE
Mb3589c	Rv3559c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3590c	Rv3560c	fadE30	lipid metabolism	Identical		NE	NE
Mb3591	Rv3561	fadD3	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb3592	Rv3562	fadE31	lipid metabolism	Identical		NE	NE
Mb3593	Rv3563	fadE32	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb3594	Rv3564	fadE33	lipid metabolism	Identical		NE	NE
Mb3595	Rv3565	aspB	intermediate metabolism and respiration	Identical		NE	NE
Mb3596c	Rv3566c	nat	intermediate metabolism and respiration	Identical		NE	NE
Mb3597c	Rv3566A	-	Conserved hypothetical protein	Identical		NE	NE
Mb3598c	Rv3567c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3599c	Rv3568c	bphC	intermediate metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3600c	Rv3569c	bphD	intermediate metabolism and respiration	Identical		NE	NE
Mb3601c	Rv3570c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3602	Rv3571	hmp	intermediate metabolism and respiration	Identical		NE	NE
Mb3603	Rv3572	-	Conserved hypothetical protein	Identical		NE	NE
Mb3604c	Rv3573c	fadE34	lipid metabolism	Identical		NE	NE
Mb3605	Rv3574	-	regulatory proteins	Identical		NE	NE
Mb3606c	Rv3575c	-	regulatory proteins	Identical		NE	NE
Mb3607	Rv3576	lppH	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3608	Rv3577	-	Conserved hypothetical protein	Identical		NE	NE
Mb3609	Rv3578	arsB2	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3610c	Rv3579c	-	intermediary metabolism and respiration	Identical		ES	ES
Mb3611c	Rv3580c	cysS1	information pathways	Identical		ES	ES
Mb3612c	Rv3581c	ispF	intermediate metabolism and respiration	Identical		ES	GD
Mb3613c	Rv3582c	ispD	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	GD
Mb3614c	Rv3583c	-	regulatory proteins	Identical		NE	GD
Mb3615	Rv3584	lpqE	cell wall and cell processes	Identical		NE	NE
Mb3616	Rv3585	radA	information pathways	Identical		NE	NE
Mb3617	Rv3586	-	conserved hypotheticals	Variable	Non-syn SNP(s)	ES	NE
Mb3618c	Rv3587c	-	cell wall and cell processes	Identical		NE	ES
Mb3619c	Rv3588c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3620	Rv3589	mutY	information pathways	Identical		NE	NE
Mb3621c	Rv3590c	PE_PGRS58	PE/PPE	Identical		NE	NE
Mb3622c	Rv3591c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3623	Rv3592	TB11.2	intermediate metabolism and respiration	Identical		NE	NE
Mb3624	Rv3593	lpqF	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3625	Rv3594	-	Conserved hypothetical protein	Identical		NE	NE
Mb3626c	Rv3595c	PE_PGRS59	PE/PPE	Variable	Elongated protein in M. bovis	ES	NE
Mb3627c	Rv3596c	clpC	intermediate metabolism and respiration	Identical		NE	ES
Mb3628c	Rv3597c	lsr2	information pathways	Identical		ES	GD
Mb3629A	Rv3599c	len: 27 aa. Equivalent to Rv3599c len: 27 aa	Conserved hypothetical protein	Identical		NE	0
Mb3629c	Rv3598c	lysS	information pathways	Identical		NE	ES
Mb3630c	Rv3600c	-	Conserved hypothetical protein	Identical		ES	NE
Mb3631c	Rv3601c	panD	intermediate metabolism and respiration	Identical		ES	ES
Mb3632c	Rv3602c	panC	intermediate metabolism and respiration	Identical		NE	ES
Mb3633c	Rv3603c	-	Conserved hypothetical protein	Identical		ES	NE
Mb3634c	Rv3604c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	GD
Mb3635c	Rv3605c	-	cell wall and cell processes	Identical		GD	NE
Mb3636c	Rv3606c	folK	intermediate metabolism and respiration	Identical		GD	GD
Mb3637c	Rv3607c	folB	intermediate metabolism and respiration	Identical		ES	GD
Mb3638c	Rv3608c	folP1	intermediate metabolism and respiration	Identical		ES	ES
Mb3639c	Rv3609c	folE	intermediate metabolism and respiration	Identical		GD	ES
Mb3640c	Rv3610c	ftsH	cell wall and cell processes	Identical		NE	NE
Mb3641	Rv3611	-	conserved hypotheticals 	Variable	Truncated protein in M. bovis AF2122/97	NE	0
Mb3642c	Rv3612c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3643c	Rv3613c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3644c	Rv3614c	-	cell wall and cell processes	Identical		NE	NE
Mb3645c	Rv3615c	-	cell wall and cell processes	Identical		NE	NE
Mb3646c	Rv3616c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3647	Rv3623	lpqG	cell wall and cell processes	Variable	Truncation, RD region	ES	NE
Mb3648c	Rv3624c	hpt	intermediate metabolism and respiration	Identical		ES	ES
Mb3649c	Rv3625c	mesJ	cell wall and cell processes	Identical		NE	ES
Mb3650c	Rv3626c	-	Conserved hypothetical protein	Identical		ES	NE
Mb3651c	Rv3627c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	GD
Mb3652	Rv3628	ppa	intermediate metabolism and respiration	Identical		NE	ES
Mb3653c	Rv3629c	-	cell wall and cell processes	Identical		NE	NE
Mb3654	Rv3630	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3655	Rv3631	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3656	Rv3632	-	cell wall and cell processes	Identical		NE	NE
Mb3657	Rv3633	-	Conserved hypothetical protein	Identical		NE	NE
Mb3658c	Rv3634c	galE1	intermediate metabolism and respiration	Identical		ES	ES
Mb3659	Rv3635	-	cell wall and cell processes	Identical		ES	GD
Mb3660	Rv3636	-	insertion seqs and phages	Identical		NE	0
Mb3661	Rv3637	-	insertion seqs and phages	Identical		NE	0
Mb3662	Rv3638	-	insertion seqs and phages	Identical		NE	NE
Mb3663c	Rv3639c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3664c	Rv3640c	-	insertion seqs and phages	Variable	Non-syn SNP(s)	NE	NE
Mb3665c	Rv3641c	fic	cell wall and cell processes	Identical		NE	NE
Mb3666c	Rv3642c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3667	Rv3643	-	Conserved hypothetical protein	Identical		ES	NE
Mb3668c	Rv3644c	-	information pathways	Identical		GD	ES
Mb3669	Rv3645	-	cell wall and cell processes	Identical		ES	ES
Mb3670c	Rv3646c	topA	information pathways	Identical		NE	ES
Mb3671c	Rv3647c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3672c	Rv3648c	cspA	virulence, detoxification,adaptation	Identical		NE	NE
Mb3673	Rv3649	-	information pathways	Variable	Non-syn SNP(s)	NE	NE
Mb3674	Rv3650	PE33	PE/PPE	Identical		NE	NE
Mb3675	Rv3651	-	Conserved hypothetical protein	Identical		NE	NE
Mb3676	Rv3652	PE_PGRS60	PE/PPE	Identical		NE	NE
Mb3677	Rv3653	PE_PGRS61	PE/PPE	Variable	Elongated protein in M. bovis	NE	NE
Mb3678c	Rv3654c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3679c	Rv3655c	-	conserved hypotheticals	Variable	Truncated protein in M. bovis AF2122/97	NE	NE
Mb3680c	Rv3656c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3681c	Rv3657c	-	cell wall and cell processes	Identical		NE	NE
Mb3682c	Rv3658c	-	cell wall and cell processes	Identical		NE	NE
Mb3683c	Rv3659c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3684c	Rv3660c	-	virulence, detoxification, adaptation	Variable	Non-syn SNP(s)	NE	NE
Mb3685	Rv3661	-	virulence, detoxification, adaptation	Variable	Non-syn SNP(s)	NE	NE
Mb3686c	Rv3662c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3687c	Rv3663c	dppD	cell wall and cell processes	Identical		NE	NE
Mb3688c	Rv3664c	dppC	cell wall and cell processes	Identical		NE	NE
Mb3689c	Rv3665c	dppB	cell wall and cell processes	Identical		NE	NE
Mb3690c	Rv3666c	dppA	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3691	Rv3667	acs	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb3692c	Rv3668c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3693	Rv3669	-	cell wall and cell processes	Identical		GD	NE
Mb3694	Rv3670	ephE	intermediate metabolism and respiration	Identical		GD	NE
Mb3695c	Rv3671c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3696c	Rv3672c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3697c	Rv3673c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3698c	Rv3674c	nth	information pathways	Identical		NE	NE
Mb3699	Rv3675	-	cell wall and cell processes	Identical		NE	NE
Mb3700	Rv3676	-	regulatory proteins	Identical		NE	NE
Mb3701c	Rv3677c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3702c	Rv3678c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3703c	Rv3678A	-	Conserved hypothetical protein	Identical		NE	NE
Mb3704	Rv3679	-	cell wall and cell processes	Identical		ES	NE
Mb3705	Rv3680	-	cell wall and cell processes	Identical		NE	NE
Mb3706c	Rv3681c	whiB4	regulatory proteins	Identical		ES	NE
Mb3707	Rv3682	ponA2	cell wall and cell processes	Identical		NE	GA
Mb3708	Rv3683	-	Conserved hypothetical protein	Identical		NE	NE
Mb3709	Rv3684	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3710c	Rv3685c	cyp137	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3711c	Rv3686c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3712c	Rv3687c	-	conserved hypotheticals	Variable	Truncated protein in M. bovis AF2122/97	NE	NE
Mb3713c	Rv3688c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3714	Rv3689	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3715	Rv3690	-	cell wall and cell processes	Identical		NE	NE
Mb3716	Rv3691	-	Conserved hypothetical protein	Identical		NE	NE
Mb3717	Rv3692	moxR2	regulatory proteins	Identical		NE	NE
Mb3718	Rv3693	-	cell wall and cell processes	Identical		NE	NE
Mb3719c	Rv3694c	-	cell wall and cell processes	Identical		NE	NE
Mb3720	Rv3695	-	cell wall and cell processes	Identical		NE	NE
Mb3721c	Rv3696c	glpKb	intermediary metabolism and respiration	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb3722c	Rv3696c	glpKa	intermediary metabolism and respiration	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb3723A	Rv3697A	len: 74 aa. Equivalent to Rv3697A len: 74 aa	virulence, detoxification,adaptation	Identical		NE	NE
Mb3723c	Rv3697c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3724	Rv3698	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3725	Rv3699	-	Conserved hypothetical protein	Identical		NE	NE
Mb3726c	Rv3700c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3727c	Rv3701c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3728c	Rv3702c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3729c	Rv3703c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3730c	Rv3704c	gshA	intermediate metabolism and respiration	Identical		NE	NE
Mb3731c	Rv3705c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3732c	Rv3705A	-	Conserved hypothetical protein	Identical		NE	NE
Mb3733c	Rv3706c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3734c	Rv3707c	-	Conserved hypothetical protein	Identical		GD	NE
Mb3735c	Rv3708c	asd	intermediate metabolism and respiration	Identical		GD	GD
Mb3736c	Rv3709c	ask	intermediate metabolism and respiration	Identical		NE	GD
Mb3737	Rv3710	leuA	intermediary metabolism and respiration	Variable	Elongated protein in M. bovis AF2122/97	NE	ES
Mb3738c	Rv3711c	dnaQ	information pathways	Variable	Non-syn SNP(s)	ES	NE
Mb3739	Rv3712	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	ES
Mb3740	Rv3713	cobQ2	intermediate metabolism and respiration	Identical		GA	ES
Mb3741c	Rv3714c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3742c	Rv3715c	recR	information pathways	Identical		NE	NE
Mb3743c	Rv3716c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3744	Rv3717	-	Conserved hypothetical protein	Identical		NE	NE
Mb3745c	Rv3718c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3746	Rv3719	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3747	Rv3720	-	lipid metabolism	Identical		ES	NE
Mb3748c	Rv3721c	dnaZX	information pathways	Identical		ES	ES
Mb3749c	Rv3722c	-	Conserved hypothetical protein	Identical		NE	ES
Mb3750	Rv3723	-	cell wall and cell processes	Identical		NE	NE
Mb3751	Rv3724A	cut5	cell wall and cell processes	Variable	Base deletion(s) leading to gene fusion event in M. bovis AF2122/97	NE	0
Mb3752	Rv3725	-	intermediary metabolism and respiration	Variable	Elongated protein in M. bovis AF2122/97	NE	GA
Mb3753	Rv3726	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	GA
Mb3754	Rv3727	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	GA
Mb3755	Rv3728	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3756	Rv3729	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3757c	Rv3730c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3758	Rv3731	ligC	information pathways	Variable	Non-syn SNP(s)	NE	NE
Mb3759	Rv3732	-	Conserved hypothetical protein	Identical		NE	NE
Mb3760c	Rv3733c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3761c	Rv3734c	-	lipid metabolism	Identical		NE	NE
Mb3762	Rv3735	-	Conserved hypothetical protein	Identical		NE	NE
Mb3763	Rv3736	-	regulatory proteins	Identical		NE	NE
Mb3764	Rv3737	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3765c	Rv3738c	PPE66	PE/PPE	Variable	Truncation, Large deletion event	NE	GA
Mb3766c	Rv3740c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	GA
Mb3767c	Rv3741c	-	intermediate metabolism and respiration	Identical		NE	GA
Mb3768c	Rv3742c	-	intermediate metabolism and respiration	Identical		NE	GA
Mb3769c	Rv3743c	ctpJ	cell wall and cell processes	Identical		NE	NE
Mb3770	Rv3744	-	regulatory proteins	Identical		NE	NE
Mb3771c	Rv3745c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3772c	Rv3746c	PE34	PE/PPE	Identical		NE	NE
Mb3773	Rv3747	-	Conserved hypothetical protein	Identical		NE	NE
Mb3774	Rv3748	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3775c	Rv3749c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3776c	Rv3750c	-	insertion seqs and phages	Identical		NE	NE
